"Rank","Player","Pts","OW%","GW%","OGW%"
"77","Klaas-Jan Gorter","9","0%","0%","0%"
"78","Erik de Waard","9","0%","0%","0%"
"79","Floris Stapel","9","0%","0%","0%"
"80","Lars Broekhof","8","0%","0%","0%"
"81","Yuri Stevens van Swaay","8","0%","0%","0%"
"82","Matteo Bellante","7","0%","0%","0%"
"83","Luka Pasalic","7","0%","0%","0%"
"84","Johannes Theiß","7","0%","0%","0%"
"85","Harm steenbakkers","7","0%","0%","0%"
"86","Diego Orlandini","7","0%","0%","0%"
"87","Jasper Roelfsema","7","0%","0%","0%"
"88","Donato Bliek","7","0%","0%","0%"
"89","Mitch van der Heijden","6","0%","0%","0%"
"90","Tim Laros","6","0%","0%","0%"
"91","soufian hriz","6","0%","0%","0%"
"92","Katie Berlin","6","0%","0%","0%"
"93","Rob Lamers","6","0%","0%","0%"
"94","Marc Bosserhoff","6","0%","0%","0%"
"95","Jaron Polhuijs","6","0%","0%","0%"
"96","Stefan Vlijm","6","0%","0%","0%"
"97","Ivan Kors","6","0%","0%","0%"
"98","Wouter Hordijk","6","0%","0%","0%"
"99","Arne De Greef","6","0%","0%","0%"
"100","Emanuele Rolando","6","0%","0%","0%"
"101","Dylan Holly","6","0%","0%","0%"
"102","Ravi Breugom","6","0%","0%","0%"
"103","F.C Jonkman","6","0%","0%","0%"
"104","Eef vV","6","0%","0%","0%"
"105","Frank Kortsmit","5","0%","0%","0%"
"106","boris romero","5","0%","0%","0%"
"107","Yannic van Heereveld","4","0%","0%","0%"
"108","Jerwin Pouwelse","4","0%","0%","0%"
"109","Thijs Deckers","3","0%","0%","0%"
"110","Maeve Powlick","3","0%","0%","0%"
"111","Jasper jonkman","3","0%","0%","0%"
"112","Robert Kropholler","3","0%","0%","0%"
"113","Marco Giocondo Mignone","3","0%","0%","0%"
"114","Ben Luis Hack","3","0%","0%","0%"
"115","Dennis Puetz","3","0%","0%","0%"
"116","Leo Weiler","3","0%","0%","0%"
"117","Morgan Privitera","1","0%","0%","0%"
"118","Camille Paquay","0","0%","0%","0%"
